iter	RMSE
1665	1424.105659
1666	1423.088745
1667	1422.995276
1668	1422.903334
1669	1420.682323
1670	1420.618901
1671	1420.465367
1672	1418.26538
1673	1417.997792
1674	1417.025081
1675	1416.93509
1676	1416.718987
1677	1416.594351
1678	1416.525326
1679	1416.407235
1680	1414.237218
1681	1413.869195
1682	1411.721207
1683	1410.778365
1684	1410.549001
1685	1408.410925
1686	1402.836434
1687	1401.931597
1688	1401.76685
1689	1400.889587
1690	1400.026205
1691	1399.877282
1692	1399.747163
1693	1394.951359
1694	1393.823257
1695	1391.075973
1696	1389.033353
1697	1388.977736
1698	1388.087268
1699	1387.999825
1700	1387.964428
1701	1385.954363
1702	1385.809409
1703	1385.689632
1704	1384.893913
1705	1384.53811
1706	1383.760358
1707	1383.036682
1708	1382.295207
1709	1382.152676
1710	1382.11327
1711	1381.974988
1712	1381.911602
1713	1381.182629
1714	1379.227188
1715	1377.291266
1716	1375.373947
1717	1374.91865
1718	1369.231828
1719	1369.096377
1720	1368.406107
1721	1366.528833
1722	1364.669761
1723	1362.828846
1724	1360.998683
1725	1360.860631
1726	1360.824112
1727	1360.174914
1728	1358.375857
1729	1357.747987
1730	1357.71186
1731	1355.936532
1732	1355.90137
1733	1350.736305
1734	1350.6057
1735	1349.998938
1736	1349.406274
1737	1348.827729
1738	1348.26284
1739	1348.227358
1740	1347.67511
1741	1345.946522
1742	1344.24643
1743	1339.924979
1744	1339.890663
1745	1339.857131
1746	1338.181972
1747	1337.664541
1748	1337.159238
1749	1337.023258
1750	1336.529019
1751	1336.046331
1752	1335.574843
1753	1335.119833
1754	1335.05277
1755	1333.42024
1756	1332.974315
1757	1332.53849
1758	1330.171767
1759	1330.136774
1760	1325.167175
1761	1325.13333
1762	1320.204759
1763	1319.782412
1764	1319.624924
1765	1318.027605
1766	1316.878157
1767	1316.656678
1768	1316.626236
1769	1316.490284
1770	1314.933282
1771	1309.895763
1772	1309.762443
1773	1309.679396
1774	1309.651631
1775	1308.125345
1776	1306.614223
1777	1306.219837
1778	1306.189028
1779	1305.865803
1780	1304.372507
1781	1304.16235
1782	1302.667535
1783	1302.540052
1784	1302.160815
1785	1301.726965
1786	1300.268814
1787	1299.894013
1788	1299.639049
1789	1299.278557
1790	1299.152544
1791	1298.799881
1792	1298.718063
1793	1298.246401
1794	1297.99958
1795	1297.706757
1796	1296.27513
1797	1295.93933
1798	1295.606999
1799	1295.28263
1800	1294.965793
1801	1290.292332
1802	1290.06109
1803	1289.872282
1804	1289.837199
1805	1289.653497
1806	1289.345241
1807	1289.166358
1808	1284.556914
1809	1284.253098
1810	1284.039334
1811	1282.660619
1812	1282.397565
1813	1281.032097
1814	1280.863724
1815	1280.672424
1816	1280.38113
1817	1280.189127
1818	1278.838109
1819	1278.559101
1820	1274.069595
1821	1273.914955
1822	1273.64337
1823	1273.492993
1824	1273.346406
1825	1273.171432
1826	1273.023983
1827	1272.763255
1828	1272.479231
1829	1271.160513
1830	1270.986573
1831	1269.680625
1832	1268.387667
1833	1268.130701
1834	1266.845282
1835	1265.548597
1836	1261.176299
1837	1256.88266
1838	1256.719346
1839	1252.466496
1840	1252.244014
1841	1252.10604
1842	1251.859804
1843	1251.708166
1844	1251.471602
1845	1251.244294
1846	1251.114606
1847	1251.092
1848	1250.862297
1849	1250.600244
1850	1250.485288
1851	1250.280809
1852	1250.156839
1853	1249.936726
1854	1248.692116
1855	1248.474204
1856	1248.277164
1857	1248.089093
1858	1246.891051
1859	1246.702446
1860	1246.68501
1861	1245.472187
1862	1244.26656
1863	1244.063982
1864	1243.911394
1865	1242.752761
1866	1241.606063
1867	1241.411318
1868	1241.220188
1869	1240.087713
1870	1239.899703
1871	1239.797312
1872	1237.736546
1873	1237.720159
1874	1237.658591
1875	1237.472824
1876	1237.430704
1877	1237.304663
1878	1236.182132
1879	1236.000719
1880	1231.925421
1881	1231.748958
1882	1231.732097
1883	1231.559806
1884	1230.436828
1885	1230.265143
1886	1229.183452
1887	1229.0206
1888	1228.877849
1889	1228.838657
1890	1227.766042
1891	1227.590495
1892	1227.42414
1893	1227.264874
1894	1227.102162
1895	1226.951153
1896	1226.781615
1897	1226.72154
1898	1222.741678
1899	1222.589535
1900	1222.440744
1901	1222.303439
1902	1222.165523
1903	1222.026533
1904	1221.920198
1905	1221.779461
1906	1221.664042
1907	1221.540938
1908	1220.501106
1909	1220.392982
1910	1220.292927
1911	1219.249513
1912	1219.125436
1913	1218.985172
1914	1218.863587
1915	1218.706517
1916	1218.550754
1917	1218.424218
1918	1218.324665
1919	1218.208919
1920	1218.094753
1921	1217.997562
1922	1217.936921
1923	1216.906759
1924	1216.78935
1925	1216.674188
1926	1216.569843
1927	1216.459509
1928	1216.355278
1929	1216.249974
1930	1216.146921
1931	1216.045919
1932	1215.952817
1933	1215.921914
1934	1215.877586
1935	1212.005534
1936	1211.907254
1937	1211.862578
1938	1211.829238
1939	1211.795629
1940	1211.700266
1941	1211.602028
1942	1211.505783
1943	1211.444284
1944	1211.352229
1945	1211.248692
1946	1211.112186
1947	1211.036788
1948	1210.88304
1949	1210.793212
1950	1210.662261
1951	1210.521484
1952	1210.490843
1953	1210.403255
1954	1210.317664
1955	1210.271728
1956	1210.218847
1957	1210.132241
1958	1210.050905
1959	1209.935435
1960	1209.854286
1961	1209.769658
1962	1209.641136
1963	1209.597045
1964	1209.507321
1965	1209.472111
1966	1209.391399
1967	1209.309612
1968	1209.229089
1969	1209.150299
1970	1209.073374
1971	1209.051452
1972	1208.943039
1973	1208.833681
1974	1208.754063
1975	1208.676311
1976	1208.637132
1977	1208.595813
1978	1208.56285
1979	1204.746706
1980	1204.642065
1981	1204.603963
1982	1204.527486
1983	1204.488374
1984	1204.449663
1985	1204.380892
1986	1204.307488
1987	1204.28615
1988	1204.251593
1989	1201.710027
1990	1201.640831
1991	1201.572774
1992	1201.471825
1993	1201.410888
1994	1201.345374
1995	1201.280394
1996	1201.252141
1997	1201.216757
1998	1201.15352
1999	1201.09223
